participant_id,category,feature,value,percentile,z_score,population_comparison,plain_language_explanation,literature_concept,literature_language,source
28,hip,hip_flexion_right_time_to_peak,3.938,97.61904762,1.626642686,above the reference mean by 1.63 SD,"The athlete's hip_flexion_right_time_to_peak value is 3.94, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
28,knee,knee_flexion_left_mean,32.91762846,4.761904762,-1.912815822,below the reference mean by 1.91 SD,"The athlete's knee_flexion_left_mean value is 32.9, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
28,knee,knee_flexion_left_median,14.89259968,4.761904762,-1.84088787,below the reference mean by 1.84 SD,"The athlete's knee_flexion_left_median value is 14.9, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
28,knee,knee_flexion_left_time_to_peak,3.615333333,95.23809524,1.687324332,above the reference mean by 1.69 SD,"The athlete's knee_flexion_left_time_to_peak value is 3.62, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
28,knee,knee_flexion_right_mean,31.82367574,2.380952381,-2.029177811,below the reference mean by 2.03 SD,"The athlete's knee_flexion_right_mean value is 31.8, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
28,knee,knee_flexion_right_time_to_peak,3.611333333,95.23809524,1.683931385,above the reference mean by 1.68 SD,"The athlete's knee_flexion_right_time_to_peak value is 3.61, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
29,knee,knee_flexion_right_maximum,114.0520146,95.23809524,1.528055793,above the reference mean by 1.53 SD,"The athlete's knee_flexion_right_maximum value is 114, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
29,knee,knee_flexion_right_rom,113.2610751,97.61904762,1.482005073,above the reference mean by 1.48 SD,"The athlete's knee_flexion_right_rom value is 113, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
29,knee,knee_flexion_right_std,40.80047317,95.23809524,1.355585852,above the reference mean by 1.36 SD,"The athlete's knee_flexion_right_std value is 40.8, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
29,knee,knee_flexion_right_variance,1665.715518,95.23809524,1.446744237,above the reference mean by 1.45 SD,"The athlete's knee_flexion_right_variance value is 1.67e+03, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
30,hip,hip_flexion_left_minimum,-24.81035016,2.380952381,-2.290634841,below the reference mean by 2.29 SD,"The athlete's hip_flexion_left_minimum value is -24.8, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
30,hip,hip_flexion_right_minimum,-23.89963342,2.380952381,-2.193157608,below the reference mean by 2.19 SD,"The athlete's hip_flexion_right_minimum value is -23.9, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
30,knee,knee_flexion_left_maximum,117.6852086,97.61904762,1.874512346,above the reference mean by 1.87 SD,"The athlete's knee_flexion_left_maximum value is 118, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
30,knee,knee_flexion_left_mean,63.13681934,97.61904762,1.811150836,above the reference mean by 1.81 SD,"The athlete's knee_flexion_left_mean value is 63.1, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
30,knee,knee_flexion_left_rom,114.9134944,97.61904762,1.617520296,above the reference mean by 1.62 SD,"The athlete's knee_flexion_left_rom value is 115, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
30,knee,knee_flexion_right_maximum,114.7307086,97.61904762,1.607892645,above the reference mean by 1.61 SD,"The athlete's knee_flexion_right_maximum value is 115, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
30,knee,knee_flexion_right_rom,112.6260908,95.23809524,1.418091011,above the reference mean by 1.42 SD,"The athlete's knee_flexion_right_rom value is 113, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,ankle,ankle_angle_left_time_to_peak,1.323333333,2.380952381,-2.218275321,below the reference mean by 2.22 SD,"The athlete's ankle_angle_left_time_to_peak value is 1.32, which is below the dataset mean and at percentile 2.4. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,ankle,ankle_angle_right_median,32.27982034,100,1.982657596,above the reference mean by 1.98 SD,"The athlete's ankle_angle_right_median value is 32.3, which is above the dataset mean and at percentile 100.0. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,ankle,ankle_angle_right_time_to_peak,1.663333333,4.761904762,-1.791070266,below the reference mean by 1.79 SD,"The athlete's ankle_angle_right_time_to_peak value is 1.66, which is below the dataset mean and at percentile 4.8. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_left_maximum,110.7528565,95.23809524,1.710186465,above the reference mean by 1.71 SD,"The athlete's hip_flexion_left_maximum value is 111, which is above the dataset mean and at percentile 95.2. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_left_mean,72.32015141,100,2.590231921,above the reference mean by 2.59 SD,"The athlete's hip_flexion_left_mean value is 72.3, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_left_median,90.36427121,100,2.715520256,above the reference mean by 2.72 SD,"The athlete's hip_flexion_left_median value is 90.4, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_left_time_to_peak,1.473333333,4.761904762,-2.083655613,below the reference mean by 2.08 SD,"The athlete's hip_flexion_left_time_to_peak value is 1.47, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_right_maximum,111.0869942,95.23809524,1.705671544,above the reference mean by 1.71 SD,"The athlete's hip_flexion_right_maximum value is 111, which is above the dataset mean and at percentile 95.2. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_right_mean,72.33906812,100,2.48311662,above the reference mean by 2.48 SD,"The athlete's hip_flexion_right_mean value is 72.3, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_right_median,90.95073176,100,2.68788619,above the reference mean by 2.69 SD,"The athlete's hip_flexion_right_median value is 91, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,hip,hip_flexion_right_time_to_peak,1.448666667,4.761904762,-2.167558535,below the reference mean by 2.17 SD,"The athlete's hip_flexion_right_time_to_peak value is 1.45, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
31,knee,knee_flexion_left_mean,68.43026546,100,2.46347197,above the reference mean by 2.46 SD,"The athlete's knee_flexion_left_mean value is 68.4, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_left_median,88.50466555,100,2.264961065,above the reference mean by 2.26 SD,"The athlete's knee_flexion_left_median value is 88.5, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_left_time_to_peak,0.9766666667,2.380952381,-2.741482433,below the reference mean by 2.74 SD,"The athlete's knee_flexion_left_time_to_peak value is 0.977, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_left_variance,1548.811421,95.23809524,1.238170727,above the reference mean by 1.24 SD,"The athlete's knee_flexion_left_variance value is 1.55e+03, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_right_mean,67.66251517,100,2.367873947,above the reference mean by 2.37 SD,"The athlete's knee_flexion_right_mean value is 67.7, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_right_median,89.29544961,100,2.301031958,above the reference mean by 2.30 SD,"The athlete's knee_flexion_right_median value is 89.3, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_right_std,41.2826419,97.61904762,1.449608133,above the reference mean by 1.45 SD,"The athlete's knee_flexion_right_std value is 41.3, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_right_time_to_peak,0.962,2.380952381,-2.826911838,below the reference mean by 2.83 SD,"The athlete's knee_flexion_right_time_to_peak value is 0.962, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
31,knee,knee_flexion_right_variance,1714.731186,97.61904762,1.592218633,above the reference mean by 1.59 SD,"The athlete's knee_flexion_right_variance value is 1.71e+03, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
32,hip,hip_flexion_left_maximum,113.1251531,100,1.923865732,above the reference mean by 1.92 SD,"The athlete's hip_flexion_left_maximum value is 113, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,hip,hip_flexion_left_rom,115.5682141,97.61904762,1.547676392,above the reference mean by 1.55 SD,"The athlete's hip_flexion_left_rom value is 116, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,hip,hip_flexion_left_std,43.64201422,100,1.742202899,above the reference mean by 1.74 SD,"The athlete's hip_flexion_left_std value is 43.6, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,hip,hip_flexion_left_variance,1908.528181,100,2.045373411,above the reference mean by 2.05 SD,"The athlete's hip_flexion_left_variance value is 1.91e+03, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,hip,hip_flexion_right_maximum,113.7844286,97.61904762,1.950936663,above the reference mean by 1.95 SD,"The athlete's hip_flexion_right_maximum value is 114, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,hip,hip_flexion_right_rom,117.9316108,97.61904762,1.63802774,above the reference mean by 1.64 SD,"The athlete's hip_flexion_right_rom value is 118, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,hip,hip_flexion_right_std,44.56068232,100,1.82190454,above the reference mean by 1.82 SD,"The athlete's hip_flexion_right_std value is 44.6, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,hip,hip_flexion_right_variance,1992.135984,100,2.12563714,above the reference mean by 2.13 SD,"The athlete's hip_flexion_right_variance value is 1.99e+03, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
32,knee,knee_flexion_right_median,12.72377308,2.380952381,-1.929154635,below the reference mean by 1.93 SD,"The athlete's knee_flexion_right_median value is 12.7, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
34,ankle,ankle_angle_left_maximum,29.95022967,4.761904762,-1.571922763,below the reference mean by 1.57 SD,"The athlete's ankle_angle_left_maximum value is 30, which is below the dataset mean and at percentile 4.8. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
34,ankle,ankle_angle_left_rom,63.35194428,4.761904762,-2.096735867,below the reference mean by 2.10 SD,"The athlete's ankle_angle_left_rom value is 63.4, which is below the dataset mean and at percentile 4.8. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
34,ankle,ankle_angle_left_std,16.22178523,4.761904762,-1.533411286,below the reference mean by 1.53 SD,"The athlete's ankle_angle_left_std value is 16.2, which is below the dataset mean and at percentile 4.8. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
34,ankle,ankle_angle_left_variance,263.9002956,4.761904762,-1.362278932,below the reference mean by 1.36 SD,"The athlete's ankle_angle_left_variance value is 264, which is below the dataset mean and at percentile 4.8. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
34,symmetry,ankle_angle_rom_symmetry_index,-7.416777165,2.380952381,-1.73405166,below the reference mean by 1.73 SD,"The athlete's ankle_angle_rom_symmetry_index value is -7.42, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
35,ankle,ankle_angle_left_maximum,28.25488122,2.380952381,-2.095526174,below the reference mean by 2.10 SD,"The athlete's ankle_angle_left_maximum value is 28.3, which is below the dataset mean and at percentile 2.4. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
35,ankle,ankle_angle_left_time_to_peak,3.785333333,95.23809524,1.743266289,above the reference mean by 1.74 SD,"The athlete's ankle_angle_left_time_to_peak value is 3.79, which is above the dataset mean and at percentile 95.2. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
35,ankle,ankle_angle_right_time_to_peak,3.750666667,97.61904762,1.870595423,above the reference mean by 1.87 SD,"The athlete's ankle_angle_right_time_to_peak value is 3.75, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
35,hip,hip_flexion_left_minimum,-18.79089655,4.761904762,-1.816074779,below the reference mean by 1.82 SD,"The athlete's hip_flexion_left_minimum value is -18.8, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
35,hip,hip_flexion_right_minimum,-18.03378917,4.761904762,-1.734585558,below the reference mean by 1.73 SD,"The athlete's hip_flexion_right_minimum value is -18, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
35,knee,knee_flexion_left_time_to_peak,3.744,97.61904762,1.903281812,above the reference mean by 1.90 SD,"The athlete's knee_flexion_left_time_to_peak value is 3.74, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
35,knee,knee_flexion_right_time_to_peak,3.847333333,100,2.085752849,above the reference mean by 2.09 SD,"The athlete's knee_flexion_right_time_to_peak value is 3.85, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,ankle,ankle_angle_left_time_to_peak,1.336666667,4.761904762,-2.196820993,below the reference mean by 2.20 SD,"The athlete's ankle_angle_left_time_to_peak value is 1.34, which is below the dataset mean and at percentile 4.8. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,ankle,ankle_angle_right_time_to_peak,1.47,2.380952381,-2.130221671,below the reference mean by 2.13 SD,"The athlete's ankle_angle_right_time_to_peak value is 1.47, which is below the dataset mean and at percentile 2.4. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_left_minimum,35.3179577,100,2.449744497,above the reference mean by 2.45 SD,"The athlete's hip_flexion_left_minimum value is 35.3, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_left_rom,41.81792167,2.380952381,-2.522008031,below the reference mean by 2.52 SD,"The athlete's hip_flexion_left_rom value is 41.8, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_left_std,11.45676457,2.380952381,-2.829367085,below the reference mean by 2.83 SD,"The athlete's hip_flexion_left_std value is 11.5, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
